acc_max,acc_mean,acc_var,acc_std,gyro_max,gyro_mean,gyro_var,gyro_std,acc_skew,acc_kurtosis,acc_spec_energy,acc_spec_entropy,gyro_spec_energy,gyro_spec_entropy,file,label,activity,t_start,t_end,binary_class
-0.02891568436276528,0.9835060366021792,0.0001952946526594162,-0.05986082210360693,-0.10437047127236933,0.012508949265731302,19.350603946102925,-0.14917773509330956,0.5122492777385883,-1.1006425321419855,3256.9976621430483,-0.730021477537856,614203.6381814438,0.7419897282209916,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,0.591289,2.564783,Fall
-0.17263740697938845,0.9774668483084237,6.692890920811382e-05,-0.30542016834036506,-0.10437047127236933,-0.06716028909071578,22.515999149114254,-0.09375449899308216,0.6159350215899604,0.026167832264431645,3230.9456596176315,-0.46824869446162426,330601.38923781854,-0.1361299178155997,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,1.091226,3.064821,Fall
-0.3681321036630603,0.9764846585758211,3.176457823957689e-05,-0.413285718006492,-0.49718067428037643,-0.426766417963148,8.267465487772586,-0.3931139126986202,-0.2750549495696701,-0.958467310526093,3244.475358681498,-0.32652572021226495,213366.19315201393,-0.11406583774358954,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,1.589988,3.564779,Fall
0.03902971344745372,0.9776575316890007,0.00012785248658968735,-0.17292244329033166,-0.3826318991580248,-0.43214237205058503,9.459548463909156,-0.36104225460655986,-0.5222358926484225,5.774009253423989,3261.328242861119,-0.2631276773941333,119287.67929460129,-0.35566980212179966,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,2.089738,4.064776,Fall
0.03902971344745372,0.977926292298325,0.00013457688619070317,-0.16048123330801625,-0.3826318991580248,-0.4404135756143979,10.49395541060879,-0.3348173028873125,-0.6239428503658335,5.135290747567646,3261.3527656532256,-0.027459383424380826,147534.35820121437,0.5275816071223541,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,2.591526,4.564791,Fall
0.03902971344745372,0.9779968838169668,0.00012945856893886574,-0.16992175850104066,-0.3826318991580248,-0.4529433546626758,10.512903780539757,-0.3343492680837346,-0.6639087466297144,5.7835046298802855,3239.123563025681,-0.38094386001833436,289249.8452055144,1.3576340372500788,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,3.091218,5.064827,Fall
0.03902971344745372,0.9780231455269134,0.00018451540888045698,-0.07643868241587587,-0.3826318991580248,-0.36790698081583934,7.93961615514131,-0.40233391275587055,-0.25081854364316236,1.9426768843322533,3251.5844430149355,-0.21653246172033797,208658.47322626272,-0.11229300575112458,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,3.589703,5.564791,Fall
-0.14592910507219053,0.9779512131342193,0.00011387169910672658,-0.19988326260281544,-0.4328203838208459,-0.3663673348526997,5.7417810265535545,-0.46982266606344597,0.2571576915850756,-0.38301439638838275,3261.6795926410814,-0.14470543064968333,156344.57912496827,-0.8043607739862106,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,4.089546,6.064819,Fall
-0.14592910507219053,0.9779983035122932,0.00010837890754908296,-0.21092619676235425,-0.5139888033963458,-0.4461556485730207,3.2189480661362846,-0.5662145836763125,0.34522179756869475,-0.3343031980457125,3251.79259780392,-0.27760082637025935,201077.97075971306,0.21009101142518807,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,4.591483,6.564818,Fall
-0.14592910507219053,0.9783208013405047,0.0001273310517474091,-0.17390070177252737,-0.48605431764023066,-0.3940626240298506,4.98160556324347,-0.496119774797693,0.2647600891890239,-0.8185891193449102,3249.3555464788965,-0.24140855258464392,195200.31142542913,-0.0717303205049957,FallingForwards_p1_1_35sek_20260206_113359.parquet,1,Fall,5.091125,7.064799,Fall
